image_paths,image_names,act_lables,pred_labels,act_vals,pred_vals,top_seen_labels,top_unseen_labels,seen_pred_vals
awa_data\train\mouse\mouse_10004.jpg,mouse_10004.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10005.jpg,mouse_10005.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10006.jpg,mouse_10006.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10007.jpg,mouse_10007.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10008.jpg,mouse_10008.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10009.jpg,mouse_10009.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10010.jpg,mouse_10010.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10011.jpg,mouse_10011.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10012.jpg,mouse_10012.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10013.jpg,mouse_10013.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10014.jpg,mouse_10014.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10015.jpg,mouse_10015.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10016.jpg,mouse_10016.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10017.jpg,mouse_10017.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10018.jpg,mouse_10018.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10019.jpg,mouse_10019.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10020.jpg,mouse_10020.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10021.jpg,mouse_10021.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10022.jpg,mouse_10022.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10023.jpg,mouse_10023.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10024.jpg,mouse_10024.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10025.jpg,mouse_10025.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10026.jpg,mouse_10026.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10027.jpg,mouse_10027.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10028.jpg,mouse_10028.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10029.jpg,mouse_10029.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10030.jpg,mouse_10030.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10031.jpg,mouse_10031.jpg,mouse,ox,9,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\mouse\mouse_10032.jpg,mouse_10032.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10033.jpg,mouse_10033.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10034.jpg,mouse_10034.jpg,mouse,lion,9,7,"['lion', 'tiger', 'monkey', 'gorilla', 'squirrel']","['leopard', 'raccoon', 'giant_panda', 'persian_cat', 'chimpanzee']",7
awa_data\train\mouse\mouse_10035.jpg,mouse_10035.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10036.jpg,mouse_10036.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10037.jpg,mouse_10037.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10038.jpg,mouse_10038.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\mouse\mouse_10039.jpg,mouse_10039.jpg,mouse,bobcat,9,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\mouse\mouse_10040.jpg,mouse_10040.jpg,mouse,tiger,9,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\ox\ox_10001.jpg,ox_10001.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10002.jpg,ox_10002.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10003.jpg,ox_10003.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10004.jpg,ox_10004.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10005.jpg,ox_10005.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10006.jpg,ox_10006.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10007.jpg,ox_10007.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10008.jpg,ox_10008.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10009.jpg,ox_10009.jpg,ox,tiger,10,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\ox\ox_10010.jpg,ox_10010.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10011.jpg,ox_10011.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10012.jpg,ox_10012.jpg,ox,tiger,10,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\ox\ox_10013.jpg,ox_10013.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10014.jpg,ox_10014.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10015.jpg,ox_10015.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10016.jpg,ox_10016.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10017.jpg,ox_10017.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10018.jpg,ox_10018.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10019.jpg,ox_10019.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10020.jpg,ox_10020.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10021.jpg,ox_10021.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10022.jpg,ox_10022.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10023.jpg,ox_10023.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10024.jpg,ox_10024.jpg,ox,bobcat,10,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\ox\ox_10025.jpg,ox_10025.jpg,ox,tiger,10,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\ox\ox_10026.jpg,ox_10026.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10027.jpg,ox_10027.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10028.jpg,ox_10028.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10029.jpg,ox_10029.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10030.jpg,ox_10030.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10031.jpg,ox_10031.jpg,ox,tiger,10,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\ox\ox_10032.jpg,ox_10032.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10033.jpg,ox_10033.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10034.jpg,ox_10034.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10035.jpg,ox_10035.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10036.jpg,ox_10036.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10037.jpg,ox_10037.jpg,ox,tiger,10,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\ox\ox_10038.jpg,ox_10038.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10039.jpg,ox_10039.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\ox\ox_10040.jpg,ox_10040.jpg,ox,ox,10,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10001.jpg,rabbit_10001.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10002.jpg,rabbit_10002.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10003.jpg,rabbit_10003.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10004.jpg,rabbit_10004.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10005.jpg,rabbit_10005.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10006.jpg,rabbit_10006.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10007.jpg,rabbit_10007.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10008.jpg,rabbit_10008.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10009.jpg,rabbit_10009.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10010.jpg,rabbit_10010.jpg,rabbit,ox,11,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10011.jpg,rabbit_10011.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10012.jpg,rabbit_10012.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10013.jpg,rabbit_10013.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10014.jpg,rabbit_10014.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10015.jpg,rabbit_10015.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10016.jpg,rabbit_10016.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10017.jpg,rabbit_10017.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10018.jpg,rabbit_10018.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10019.jpg,rabbit_10019.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10020.jpg,rabbit_10020.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10023.jpg,rabbit_10023.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10024.jpg,rabbit_10024.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10025.jpg,rabbit_10025.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10026.jpg,rabbit_10026.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10027.jpg,rabbit_10027.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10028.jpg,rabbit_10028.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10029.jpg,rabbit_10029.jpg,rabbit,ox,11,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10030.jpg,rabbit_10030.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10031.jpg,rabbit_10031.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10032.jpg,rabbit_10032.jpg,rabbit,ox,11,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10033.jpg,rabbit_10033.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10034.jpg,rabbit_10034.jpg,rabbit,ox,11,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10035.jpg,rabbit_10035.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10036.jpg,rabbit_10036.jpg,rabbit,ox,11,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10037.jpg,rabbit_10037.jpg,rabbit,ox,11,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rabbit\rabbit_10038.jpg,rabbit_10038.jpg,rabbit,tiger,11,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rabbit\rabbit_10039.jpg,rabbit_10039.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10040.jpg,rabbit_10040.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10041.jpg,rabbit_10041.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rabbit\rabbit_10042.jpg,rabbit_10042.jpg,rabbit,bobcat,11,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",11
awa_data\train\rhinoceros\rhinoceros_10001.jpg,rhinoceros_10001.jpg,rhinoceros,ox,12,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rhinoceros\rhinoceros_10002.jpg,rhinoceros_10002.jpg,rhinoceros,ox,12,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rhinoceros\rhinoceros_10003.jpg,rhinoceros_10003.jpg,rhinoceros,tiger,12,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rhinoceros\rhinoceros_10004.jpg,rhinoceros_10004.jpg,rhinoceros,ox,12,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rhinoceros\rhinoceros_10005.jpg,rhinoceros_10005.jpg,rhinoceros,ox,12,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\rhinoceros\rhinoceros_10006.jpg,rhinoceros_10006.jpg,rhinoceros,tiger,12,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rhinoceros\rhinoceros_10007.jpg,rhinoceros_10007.jpg,rhinoceros,tiger,12,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\rhinoceros\rhinoceros_10008.jpg,rhinoceros_10008.jpg,rhinoceros,tiger,12,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
