STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,19.08859833,8.78355125,7.154429917000001,35.0,1.1,2.428485875,140.0,240.0,
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,21.25,5.87,7.84,895.5,4.35,,,,2006.0
1861,NAN,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,30.0,4.7,8.3,753.0,3.7,0.5,9166.0,21333.0,2009.0
1188,"BHIMA AT NARSINGHPUR,(D/S AF.CONFL.WITH R.NIRA),MAHARASHTRA",MAHARASHTRA,29.5,6.4,8.2,991.0,5.3,2.0,251.0,1425.0,
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,25.5,1.9,7.7,2941.0,26.9,2.8,10875.0,37375.0,2014.0
2334,NAN,RIVER PERIYAR AT PATHALAM,28.0,5.8,6.5,864.0,1.5,0.37,199.0,876.0,2009.0
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,11.29767152,9.951342156,7.114311131,119.0,0.7,3.899535863,140.0,240.0,
1548,NAN,"RIVER ASSONORA AT ASSONORA, GOA",26.0,6.5,6.4,505.0,1.6,0.13,8.0,13.0,2009.0
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,26.8,6.1,7.7,328.0,1.2,1.0,3.0,211.0,2013.0
1466,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD M.P.,MADHYA PRADESH,25.0,5.8,7.7,872.0,1.9,12.0,7.0,170.0,
1547,NAN,"RIVER TALPONA AT CANACONA, GOA",27.0,4.2,7.6,5543.0,0.7,0.18,2.0,8.0,2009.0
2078,"KUWADAVA LAKE,VILL KUWADAVA,DIST.RAJKOT",GUJARAT,26.0,5.0,7.6,,8.0,0.0,,200.0,
1181,"KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA",KARNATAKA,29.3,5.9,8.3,521.0,1.5,0.4,518.0,1110.0,
2877,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29.0,9.4,7.8,174.0,1.0,,,16.0,2012.0
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,28.666999999999998,7.1,7.507000000000001,102.5,4.633,0.21,10.0,152.0,2006.0
1548,,,10.17150124,8.817150124,7.025725186,56.0,1.1,5.188651366,,40.0,
1545,,,10.65702271,9.588427252,7.065702271,9326.0,1.3,4.34297729,164.0,1529.0,
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,25.0,6.4,7.1,113.0,3.9,0.47,60.0,400.0,2007.0
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,28.0,7.2,7.2,439.0,2.28,0.14,236.0,415.0,2008.0
3175,ANJUNEM LAKE,GOA,30.2,7.4,6.9,80.0,0.8,0.0,160.0,329.0,
3301,MOTI TALAB AT BALAGHAT,MADHYA PRADESH,22.1,6.9,7.5,448.0,4.3,2.0,8.0,49.0,
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA,27.0,6.7,7.6,137.0,2.9,0.76,24.0,64.0,2012.0
,,,14.16117673,6.312823712999999,7.867105861000001,21030.0,1.7,17.16344787,14.0,35.0,
1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,25.0,5.6,6.8,67.0,1.9,0.06,82.0,137.0,2008.0
3113,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,24.5,8.2,8.1,352.0,2.5,0.0,1705.0,4683.0,
1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,23.0,6.2,7.0,132.0,1.6,,,102.0,2007.0
NAN,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,,6.2,6.63,106.8,1.275,0.444,128.0,360.0,2005.0
3471,,,10.14682157,8.814682157,7.022023235,130.0,4.6,5.1615037269999995,47.0,136.0,
1428,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA,22.0,5.5,2.9,568.0,6.8,1.12,18.0,33.0,2012.0
1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,24.0,4.88,7.94,149.0,2.65,,,165.0,2010.0
1444,KALI AT D/S WEST COAST PAPER MILL,NAN,28.8,7.3,7.3,308.0,4.2,2.43,116.0,185.0,2010.0
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.7,2.1,6.8,101.0,1.6,0.8,431.0,694.0,2014.0
2444,CORINGA RIVER,PONDICHERRY,10.42676171,9.312114052,7.042676171,489.0,,4.57323829,,90.0,
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.6,6.9,7.1,52.0,0.8,0.18,46.0,520.0,2011.0
1546,KHANDEPAR AT OPA NAN PONDA,NAN,28.8,7.6,6.2,62.0,1.1,0.38,12.0,160.0,2010.0
,,,17.38866205,5.788713091,7.861108276,692.0,11.1,1.282982572,6073.0,9423.0,
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.5,4.9,7.7,1418.0,21.0,4.2,28000.0,49500.0,2014.0
,,,21.0,6.691944387,8.033555509,64.0,1.4,2.290605603,140.0,240.0,
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,11.0400815,8.90400815,7.156012225,2531.0,0.5,6.144089649,183.0,273.0,
2874,IRANG RIVER AT TAMENGLONG ,MANIPUR,18.861652,8.953761002,7.1430826000000005,174.0,3.3,2.547632701,110.0,140.0,
2733,DHELA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,UTTARAKHAND,23.7,1.8,7.3,801.0,30.4,0.0,,,
,,,21.0,6.29118923,7.69118923,589.0,4.0,2.366783844,,,
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,28.1,4.8,6.8,86.0,0.7,0.8,208.0,332.0,2014.0
2296,R THALLASSERY AT PATHIPPALAM,NAN,27.0,7.3,6.1,45.0,0.7,0.2,150.0,1050.0,2008.0
2303,R PULLUR AT PULLUR BR.,KERALA,28.0,6.5,6.3,49.0,1.0,0.22,87.0,323.0,2012.0
3327,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS EFFLUENT, REWA",MADHYA PRADESH,26.8,6.6,7.8,865.0,3.9,1.8,,315.0,
1384,NAN,"MANIMALA AT THONDRA, KERALA",28.0,7.1,7.0,59.0,0.8,0.71,540.0,890.0,2009.0
2298,R KUPPAM AT RAYAROM,NAN,25.0,7.7,6.6,31.0,0.3,0.15,490.0,1300.0,2008.0
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,27.0,7.3,157.0,6.0,5.6,0.603,0.603,221.0,2003.0
1609,"CHAMBAL AT DHOLPUR, M.P",MADHYA PRADESH,24.6,8.2,7.5,696.0,2.0,0.9,,,
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,19.36156038,8.578829712000001,7.168078019,21417.0,16.4,2.2851807980000003,13.0,248.0,
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,29.8,7.5,7.2,67.0,1.1,0.1,76.0,590.0,2014.0
17,PERIYAR NEAR ALWAYENANELOOR,NAN,16.5,5.1,7.85,71.0,0.7,1.65,3176.0,6367.0,
NAN,TUIRIAL LOWER CATCHMENT,NAN,26.0,7.5,7.2,,,,,,2005.0
1359,"RIHAND AT RENUKUT U/S, U.P.",UTTAR PRADESH,24.5,7.6,8.1,286.0,2.4,0.6,1287.0,2367.0,
2326,R KORAYAR AT KANJIKODE,KERALA,25.3,5.8,7.8,666.0,1.0,0.24,993.0,1650.0,2011.0
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.0,5.0,7.6,975.0,16.3,6.1,11167.0,21667.0,2014.0
1170,"KRISHNA AT D/S OF DEVASAGAR BDG.,KARNATAKA",KARNATAKA,29.4,7.2,8.3,916.0,1.9,0.2,792.0,1483.0,
2294,R KALLAI AT KALLAI BRIDGE,NAN,26.0,2.8,7.4,18256.0,1.6,0.47,1050.0,2300.0,2010.0
2423,,,10.51643262,9.419719142,7.051643262000001,93.0,1.7,4.4835673819999995,18857.0,32714.0,
NAN,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,27.0,3.9,5.27,5914.0,441.8,0.512,3.0,10.0,2005.0
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,18.36745811,9.324406418999999,7.118372905,4968.0,1.1,2.807084493,363.0,420.0,
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,27.3,6.5,6.5,43.0,0.9,0.4,87.0,188.0,2014.0
2336,R PERIYAR AT PURAPPALLIKAVU,NAN,28.0,7.2,6.7,455.0,1.1,0.28,245.0,753.0,2008.0
3185,MANDOVI AT AMONA BRIDGE,GOA,28.0,6.4,6.7,175.0,1.3,0.1,772.0,3636.0,2012.0
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,27.0,7.1,7.4,135.0,1.9,0.72,419.0,995.0,2012.0
1563,"AMARAVILA, KERALA",NAN,27.0,6.233,6.9,104.7,0.867,1.2670000000000001,1300.0,2233.0,2006.0
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.0,6.7,6.6,118.0,1.0,0.22,1104.0,3496.0,2012.0
2943,"LODHA TALAB, BANSWARA- DUNGARPUR ROAD, BANSWARA, RAJASTHAN",RAJASTHAN,28.7,4.1,7.9,1133.0,2.3,2.0,7.0,67.0,
NAN,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,28.0,6.8,7.12,172.3,1.723,0.198,62.0,283.0,2005.0
1442,VAMANAPURAM,NAN,20.09500594,5.504994062000001,8.004994062,87.0,0.7,7.004994062000001,,,
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,16.0,7.6,7.0,530.0,2.73,3.01,16.0,557.0,
2462,"DAMANGANGA AT VAPI WEIR, VAPI",DAMAN & DIU,30.2,5.8,7.8,378.0,,2.61,,,2010.0
2735,BHALLA RIVER AT LOHIA BRIDGE D/S KASHIPUR,UTTARAKHAND,23.6,0.8,6.8,550.0,37.5,0.0,,,
29,"TUNGHABHADRA AT ULLANUR, KARNATAKA",KARNATAKA,29.9,7.2,7.9,613.0,1.9,0.2,927.0,1542.0,
1546,RIVER KHANDEPAR AT OPA NAN PONDA,GOA,27.8,7.1,5.9,93.0,1.8,0.28,9.0,131.0,2011.0
1822,SIRSA AT RUXOL,BIHAR,27.8,2.1,7.2,457.0,11.0,0.0,5000.0,16000.0,
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.2,7.2,7.7,119.0,3.3,1.0,35.0,68.0,2013.0
2337,R KADAMBAYAR AT BRAHMAPURAM,NAN,29.0,1.7,6.2,181.0,3.0,0.45,672.0,2208.0,2008.0
2370,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,ANDHRA PRADESH,26.6,5.8,6.9,290.0,1.2,2.4,48.0,628.0,
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,7.0,162.0,2.2,0.69,2085.0,2633.0,2011.0
1545,NAN,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",27.0,7.8,6.4,90.0,2.0,,13.0,17.0,2009.0
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,29.0,6.8,6.5,128.0,1.8,0.15,295.0,507.0,2007.0
1567,"KUTTIYADY ESTATE, KERALA",NAN,27.0,6.9,31.0,7.0,0.5,0.16399999999999998,0.16399999999999998,158.0,2003.0
1218,"GODAVARI AT RAJAHMUNDRY U/S, A.P.",ANDHRA PRADESH,26.6,6.1,7.4,480.0,1.3,1.98,3.0,432.0,
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,30.1,6.6,7.4,492.0,,3.6,,,2010.0
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.0,5.5,7.4,1051.0,25.0,6.8,32000.0,63000.0,2012.0
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,19.44309877,8.517675922,7.1721549389999995,240.0,1.0,2.242373146,867.0,1542.0,
2305,R SHRIYA AT ANGADIMOGARU,NAN,27.0,7.6,6.6,50.0,0.6,0.25,1660.0,3000.0,2008.0
2352,NAN,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",28.0,6.5,7.9,566.0,0.9,3.8,3.0,32.0,2009.0
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,29.0,6.8,7.5,146.0,3.0,0.6,124.0,241.0,2012.0
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.6,5.8,7.4,77.0,1.4,0.8,285.0,691.0,2014.0
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,28.3,7.3,7.1,241.0,2.9,1.17,100.0,185.0,2011.0
NAN,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,30.0,7.5,7.35,30683.0,2.25,0.745,1515.0,2145.0,2005.0
1246,NAN,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",29.0,6.5,7.5,21417.0,16.4,0.4,15.0,37.0,2009.0
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.0,8.2,8.4,606.0,2.9,0.0,,,2013.0
2288,,,10.08733154,8.904797853,7.008733154,116.0,2.7,4.9126684560000005,129.0,279.0,
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,18.15055125,9.487086566,7.1075275620000005,30190.0,2.3,2.920960596,992.0,1542.0,
1079,"GANGA AT PATNA D/S (GANGA BRIDGE),BIHAR",BIHAR,24.9,7.9,8.0,402.0,2.7,0.0,3782.0,11564.0,
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,30.0,6.7,6.9,1094.0,17.1,19.4,,,2008.0
1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,19.6,7.7,7.2,544.0,2.0,2.0,820.0,1460.0,
,,,20.42540472,6.92983811,7.955242835,41.0,0.6,0.646291401,16.0,557.0,
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,,,6.9,910.0,13.0,0.0,,,2013.0
,,,21.94508039,6.745080392,7.709839217000001,51.0,0.5,0.9143472559999999,4.0,7.0,
2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",NAN,21.0,6.1,7.8,183.0,1.3,2.9,3243.0,5330.0,
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",MAHARASHTRA,18.23439791,9.424201564,7.111719896,11405.0,5.6,2.876941095,209.0,1700.0,
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23.0,6.9,7.5,338.0,2.3,3.93,4.0,108.0,2012.0
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,28.3,5.9,6.6,516.0,1.1,0.18,8.0,169.0,2011.0
20,"CHALIYAR AT KOOLIMADU, KERALA",NAN,28.0,6.9,62.0,6.8,0.4,0.21,0.21,802.0,2003.0
,,,15.27768868,6.72974842,7.181803147999999,52.0,0.5,1.120331763,8.0,49.0,
1627,IMPHAL AT KYAMGEI,MANIPUR,29.0,8.4,7.5,103.0,1.9,,,75.0,2012.0
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.5,6.4,7.4,1003.0,4.3,2.89,524.0,753.0,2013.0
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,NAN,22.33,6.7,8.12,396.0,1.53,0.15,10.0,29.0,2010.0
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.2,6.6,6.5,62.0,1.0,0.14,4073.0,7190.0,2013.0
1458,"IRIL AT PORAMPET, MANIPUR",NAN,21.0,7.4,121.0,7.5,2.7,,,69.0,2003.0
2177,GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,MAHARASHTRA,24.5,6.0,8.0,270.0,3.1,2.0,72.0,182.0,
,,,22.0,7.878153475,7.9,161.0,2.93,0.271846525,4428.0,7894.0,
2724,"SUSWA RIVER AT MOTHRAWALA, DEHRADUN",UTTARAKHAND,23.4,3.0,7.6,,33.2,0.0,,1600.0,
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,24.5,6.6,6.4,101.0,2.5,0.2,13.0,41.0,2014.0
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196.0,4.4,0.8,425.0,648.0,2011.0
2947,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,24.0,6.0,8.3,468.0,1.4,0.43,5.0,16.0,2012.0
NAN,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,,6.7,7.6,277.8,1.229,0.183,12.0,33.0,2005.0
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,16.0,8.0,7.0,164.0,1.7,1.6,1600.0,2067.0,2007.0
1340,"MANIMALA  AT KALLOOPARA,",KERALA,26.6,7.3,7.1,54.0,1.3,0.41,415.0,913.0,2011.0
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,25.0,7.7,6.3,250.0,2.1,3.88,180.0,326.0,2012.0
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,23.0,6.4,8.0,493.0,4.2,3.91,17.0,68.0,2012.0
1475,ZUARI AT PANCHAWADI,GOA,11.26515198,9.95665785,7.112747691,4600.0,0.6,3.910511208,,9.0,
1418,"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA, MP",MADHYA PRADESH,27.0,7.2,7.9,338.0,1.9,1.2,,236.0,
2319,,,10.71178122,9.654137463,7.071178122,914.0,20.5,4.288218781,110.0,140.0,
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,23.0,7.3,7.8,116.0,1.2,,,10.0,2011.0
3206,MAHI AT SHERKHI BRIDGE,GUJARAT,,4.2,8.7,,0.3,0.0,,,
2671,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",NAN,28.8,5.2,7.9,42354.0,9.5,1.1,126.0,253.0,2010.0
1162,,,10.20123768,9.041485219,7.0201237679999995,46.0,1.6,4.7987623180000005,,200.0,
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.9,7.8,7.3,93.0,1.9,2.99,264.0,444.0,2013.0
2307,,,14.64268833,9.404560561,7.275129247000001,163.0,2.6,2.7705926880000002,620.0,1080.0,
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.) MANIPUR",NAN,24.0,8.4,7.9,383.0,0.8,,,180.0,2007.0
1913,PURNA AT DHUPESHWAR,MAHARASHTRA,26.3,4.7,8.4,940.0,15.1,11.5,183.0,273.0,
1342,ACHENKOIL AT THUMPAMON,NAN,27.6,6.6,6.9,57.0,0.9,0.37,319.0,650.0,2010.0
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,19.38807867,8.558940995,7.169403934,396.0,1.53,2.271258696,3.0,93.0,
2780,,,10.89281872,9.871382469,7.089281872000001,61.0,2.6,4.107181276,4428.0,7894.0,
1342,ACHENKOIL AT THUMPAMON,KERALA,19.94437312,8.537939009,7.530017937999999,283.0,2.3,0.981274072,150.0,291.0,
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,20.0,7.3,7.3,892.0,14.0,3.0,1666.0,12638.0,
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.3,7.4,6.8,121.0,1.7,0.4,11633.0,18125.0,2014.0
1564,"ITHIKKARA AT AYUR, KERALA",KERALA,18.02246837,9.583148722999999,7.101123417999999,,2.3,2.9882041060000004,3478.0,4990.0,
1865,RIVER DHADAR AT KOTHADA,NAN,32.0,7.8,1304.0,4.6,19.5,,,63.0,2003.0
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,18.78144849,9.01391363,7.139072425,565.0,2.0,2.589739541,4428.0,7894.0,
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,10.16711511,9.000538127,7.0167115110000005,609.0,4.2,4.832884893999999,1183.0,1600.0,
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,25.1,6.6,7.8,95.0,4.9,0.2,16.0,36.0,
,,,21.97725658,6.777256584,7.645486833,925.0,1.1,0.853212491,98.0,180.0,
1854,"INDRAVATI RIVER A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA.",CHHATTISGARH,24.5,7.6,7.5,,1.4,0.0,,5.0,
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,17.8,7.9,7.3,1000.0,10.0,1.0,4.0,29.0,
NAN,"MANDOVI AT TONCA, MARCELA, GOA",NAN,29.0,7.8,6.69,255.9,2.7539999999999996,0.348,13.0,140.0,2005.0
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.5,7.1,7.3,269.0,1.4,0.1,,115.0,2014.0
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,29.0,6.8,65.0,7.5,1.8,,,171.0,2003.0
NAN,"MEENACHIL AT KIDANGOOR, KERALA",NAN,,6.7,6.93,65.0,0.675,0.77,2100.0,4200.0,2005.0
NAN,"KAKKADAVU,  KERALA",NAN,,7.1,6.98,58.3,0.55,0.152,123.0,510.0,2005.0
2877,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,18.5829909,9.162756825,7.129149545,118.0,2.1,2.6939297769999997,98.0,180.0,
NAN,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,27.0,6.7,7.56,128.4,4.942,0.447,11.0,250.0,2005.0
1624,IRIL AT LILONG,MANIPUR,29.0,8.7,7.6,202.0,1.2,,,60.0,2012.0
2552,GANGA DARBHANGA GHAT AT PATNA,BIHAR,24.7,7.8,7.9,402.0,2.8,0.0,6527.0,19091.0,
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,10.55006622,9.460079466,7.0550066220000005,75.0,0.9,4.449933779,,40.0,
2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,19.53652631,8.447605269,7.176826315,66.0,0.7,2.193323689,14.0,34.0,
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.5,5.3,6.8,319.0,1.8,0.3,6458.0,10250.0,2014.0
1700,,,10.88117693,9.857412321,7.088117692999999,2754.0,42.0,4.118823066,5.0,200.0,
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,,7.5,293.0,7.2,1.2,0.568,0.568,35.0,2003.0
NAN,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,29.0,6.1,8.33,868.5,,1.975,,,2005.0
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.7,5.2,2.9,682.0,7.8,1.5,16.0,30.0,2013.0
3029,,,10.60546871,9.526562451,7.060546871000001,168.0,4.2,4.394531291,13.0,82.0,
2079,DHUDHIA TALAV,GUJARAT,25.3,4.7,7.8,,21.0,0.0,,250.0,
1685,NAN,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",21.0,7.6,7.9,446.0,2.6,1.4,,,2009.0
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,19.0,5.8,7.8,707.0,0.6,0.85,2.0,1100.0,2013.0
21,,,15.61853767,9.245046726,7.32204508,310.0,1.4,2.441243535,170.0,277.0,
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,11.09628282,8.909628282,7.164442423,19279.0,0.9,6.205911102999999,796.0,1460.0,
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA,10.5097844,8.85097844,7.076467661000001,57.0,1.0,5.560762844,69.0,152.0,
1413,"CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR, RAJASTHAN",RAJASTHAN,24.7,5.3,8.2,608.0,1.3,0.7,4.0,14.0,
2622,GIRI AT U/S CCI MINES,HIMACHAL PRADESH,21.9,8.1,7.6,508.0,1.1,0.4,8.0,17.0,
1861,PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,18.66374883,9.102188381,7.1331874410000005,480.0,18.0,2.651531867,,,
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29.3,7.6,6.8,79.0,1.6,0.31,48.0,109.0,2013.0
1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK,MAHARASHTRA",MAHARASHTRA,26.0,6.5,7.8,178.0,2.5,1.99,22.0,74.0,
,,,21.0,6.294964467000001,7.694964467,,50.0,2.372446701,11633.0,18125.0,
1339,,,10.75636901,9.707642807000001,7.075636901,143.0,1.9,4.243630994,740.0,1390.0,
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.6,6.9,8.1,3960.0,2.0,2.26,19058.0,22523.0,2013.0
1824,FARMAR AT JOGBANI,BIHAR,23.3,7.0,7.4,251.0,2.5,0.0,1343.0,3157.0,
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,23.0,7.0,7.7,409.0,2.4,0.93,4.0,112.0,2012.0
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,18.2,7.2,7.0,1085.0,8.5,3.7,18857.0,32714.0,
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,,,6.7,960.0,18.0,0.0,,,2013.0
2326,R KORAYAR AT KANJIKODE,NAN,26.0,4.4,7.3,428.0,0.4,0.15,285.0,1090.0,2008.0
NAN,"PAMBA DOWN, KERALA",NAN,,5.4,6.85,73.3,1.075,0.457,4955.0,8375.0,2005.0
2284,R NEYYAR AT ARUVIPURAM,KERALA,25.3,7.2,7.0,59.0,0.6,0.0,165.0,433.0,2014.0
,,,18.59613399,6.758150735,7.856974877000001,11654.0,0.7,0.746131471,4.0,11.0,
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,18.98485594,8.861358049,7.149242797,42354.0,9.5,2.4829506340000003,5073.0,8925.0,
1570,R NEELASWARAM AT HOSDURG,KERALA,29.3,6.2,7.2,15362.0,0.8,0.39,830.0,1303.0,2011.0
1456,"RUSHIKULYA AT GANJAM D/S, ",NAN,30.8,6.8,7.8,23761.0,1.9,0.67,145.0,460.0,2010.0
2293,R KADALUNDI AT HAJIRAPPALLY,NAN,28.5,6.9,7.0,84.0,0.9,0.08,300.0,803.0,2010.0
